Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Andalucía;Residentes en España;Enero;960.332
Andalucía;Residentes en España;Febrero;1.261.758
Andalucía;Residentes en España;Marzo;1.641.704
Andalucía;Residentes en España;Abril;2.122.056
Andalucía;Residentes en España;Mayo;1.747.488
Andalucía;Residentes en España;Junio;2.191.504
Andalucía;Residentes en España;Julio;3.241.594
Andalucía;Residentes en España;Agosto;3.679.226
Andalucía;Residentes en España;Septiembre;2.263.297
Andalucía;Residentes en España;Octubre;1.688.147
Andalucía;Residentes en España;Noviembre;1.207.567
Andalucía;Residentes en España;Diciembre;1.333.621
Andalucía;Alemania;Enero;99.972
Andalucía;Alemania;Febrero;135.387
Andalucía;Alemania;Marzo;254.322
Andalucía;Alemania;Abril;422.995
Andalucía;Alemania;Mayo;514.839
Andalucía;Alemania;Junio;599.523
Andalucía;Alemania;Julio;483.431
Andalucía;Alemania;Agosto;432.927
Andalucía;Alemania;Septiembre;641.444
Andalucía;Alemania;Octubre;650.931
Andalucía;Alemania;Noviembre;175.582
Andalucía;Alemania;Diciembre;85.048
Andalucía;Austria;Enero;5.914
Andalucía;Austria;Febrero;10.829
Andalucía;Austria;Marzo;16.182
Andalucía;Austria;Abril;22.541
Andalucía;Austria;Mayo;23.868
Andalucía;Austria;Junio;21.027
Andalucía;Austria;Julio;24.139
Andalucía;Austria;Agosto;26.850
Andalucía;Austria;Septiembre;27.207
Andalucía;Austria;Octubre;24.796
Andalucía;Austria;Noviembre;12.778
Andalucía;Austria;Diciembre;4.461
Andalucía;Bélgica;Enero;46.152
Andalucía;Bélgica;Febrero;54.258
Andalucía;Bélgica;Marzo;73.941
Andalucía;Bélgica;Abril;107.569
Andalucía;Bélgica;Mayo;124.962
Andalucía;Bélgica;Junio;119.427
Andalucía;Bélgica;Julio;160.050
Andalucía;Bélgica;Agosto;134.970
Andalucía;Bélgica;Septiembre;150.461
Andalucía;Bélgica;Octubre;131.268
Andalucía;Bélgica;Noviembre;65.182
Andalucía;Bélgica;Diciembre;40.407
Andalucía;Dinamarca;Enero;28.274
Andalucía;Dinamarca;Febrero;37.586
Andalucía;Dinamarca;Marzo;54.720
Andalucía;Dinamarca;Abril;43.840
Andalucía;Dinamarca;Mayo;49.348
Andalucía;Dinamarca;Junio;43.662
Andalucía;Dinamarca;Julio;72.768
Andalucía;Dinamarca;Agosto;39.501
Andalucía;Dinamarca;Septiembre;62.699
Andalucía;Dinamarca;Octubre;66.954
Andalucía;Dinamarca;Noviembre;36.837
Andalucía;Dinamarca;Diciembre;16.187
Andalucía;Finlandia;Enero;15.833
Andalucía;Finlandia;Febrero;20.205
Andalucía;Finlandia;Marzo;32.180
Andalucía;Finlandia;Abril;35.261
Andalucía;Finlandia;Mayo;31.500
Andalucía;Finlandia;Junio;25.443
Andalucía;Finlandia;Julio;19.740
Andalucía;Finlandia;Agosto;10.994
Andalucía;Finlandia;Septiembre;22.979
Andalucía;Finlandia;Octubre;42.338
Andalucía;Finlandia;Noviembre;41.456
Andalucía;Finlandia;Diciembre;24.828
Andalucía;Francia;Enero;56.073
Andalucía;Francia;Febrero;86.639
Andalucía;Francia;Marzo;109.445
Andalucía;Francia;Abril;258.798
Andalucía;Francia;Mayo;321.666
Andalucía;Francia;Junio;248.706
Andalucía;Francia;Julio;284.796
Andalucía;Francia;Agosto;430.762
Andalucía;Francia;Septiembre;304.039
Andalucía;Francia;Octubre;281.147
Andalucía;Francia;Noviembre;85.597
Andalucía;Francia;Diciembre;68.821
Andalucía;Grecia;Enero;1.739
Andalucía;Grecia;Febrero;2.855
Andalucía;Grecia;Marzo;1.967
Andalucía;Grecia;Abril;3.593
Andalucía;Grecia;Mayo;4.525
Andalucía;Grecia;Junio;3.354
Andalucía;Grecia;Julio;4.316
Andalucía;Grecia;Agosto;4.774
Andalucía;Grecia;Septiembre;3.259
Andalucía;Grecia;Octubre;2.584
Andalucía;Grecia;Noviembre;2.617
Andalucía;Grecia;Diciembre;1.799
Andalucía;Irlanda;Enero;21.242
Andalucía;Irlanda;Febrero;23.903
Andalucía;Irlanda;Marzo;42.304
Andalucía;Irlanda;Abril;74.197
Andalucía;Irlanda;Mayo;107.033
Andalucía;Irlanda;Junio;128.350
Andalucía;Irlanda;Julio;120.233
Andalucía;Irlanda;Agosto;95.082
Andalucía;Irlanda;Septiembre;125.158
Andalucía;Irlanda;Octubre;115.697
Andalucía;Irlanda;Noviembre;31.361
Andalucía;Irlanda;Diciembre;18.986
Andalucía;Italia;Enero;58.502
Andalucía;Italia;Febrero;57.505
Andalucía;Italia;Marzo;60.996
Andalucía;Italia;Abril;102.415
Andalucía;Italia;Mayo;103.969
Andalucía;Italia;Junio;109.476
Andalucía;Italia;Julio;103.750
Andalucía;Italia;Agosto;189.326
Andalucía;Italia;Septiembre;110.438
Andalucía;Italia;Octubre;91.787
Andalucía;Italia;Noviembre;64.090
Andalucía;Italia;Diciembre;69.033
Andalucía;Luxemburgo;Enero;5.833
