Viajeros y pernoctaciones;RESIDENCIA/ORIGEN;Países;Periodo;Total
Viajero;Japón;;2015M05;48.400
Viajero;Japón;;2015M06;55.066
Viajero;Japón;;2015M07;42.399
Viajero;Japón;;2015M08;53.874
Viajero;Japón;;2015M09;60.811
Viajero;Japón;;2015M10;58.363
Viajero;Japón;;2015M11;52.562
Viajero;Japón;;2015M12;40.824
Viajero;Japón;;2016M01;38.073
Viajero;Japón;;2016M02;45.612
Viajero;Japón;;2016M03;52.759
Viajero;Japón;;2016M04;50.001
Viajero;Japón;;2016M05;52.710
Viajero;Japón;;2016M06;51.795
Viajero;Japón;;2016M07;38.620
Viajero;Japón;;2016M08;47.408
Viajero;Japón;;2016M09;57.617
Viajero;Japón;;2016M10;51.307
Viajero;Japón;;2016M11;47.082
Viajero;Japón;;2016M12;45.214
Viajero;Japón;;2017M01;44.920
Viajero;Japón;;2017M02;49.490
Viajero;Japón;;2017M03;60.635
Viajero;Japón;;2017M04;46.262
Viajero;Japón;;2017M05;56.097
Viajero;Japón;;2017M06;63.117
Viajero;Japón;;2017M07;44.499
Viajero;Japón;;2017M08;49.326
Viajero;Japón;;2017M09;56.582
Viajero;Japón;;2017M10;54.509
Viajero;Japón;;2017M11;38.785
Viajero;Japón;;2017M12;32.521
Viajero;Japón;;2018M01;31.011
Viajero;Japón;;2018M02;41.988
Viajero;Japón;;2018M03;49.220
Viajero;Japón;;2018M04;40.548
Viajero;Japón;;2018M05;46.982
Viajero;Japón;;2018M06;48.217
Viajero;Japón;;2018M07;40.915
Viajero;Japón;;2018M08;46.532
Viajero;Japón;;2018M09;55.282
Viajero;Japón;;2018M10;52.325
Viajero;Japón;;2018M11;48.747
Viajero;Japón;;2018M12;43.034
Viajero;Japón;;2019M01;40.251
Viajero;Japón;;2019M02;46.725
Viajero;Japón;;2019M03;55.463
Viajero;Japón;;2019M04;55.448
Viajero;Japón;;2019M05;64.617
Viajero;Japón;;2019M06;63.496
Viajero;Japón;;2019M07;51.490
Viajero;Japón;;2019M08;55.978
Viajero;Japón;;2019M09;62.793
Viajero;Japón;;2019M10;72.149
Viajero;Japón;;2019M11;52.092
Viajero;Japón;;2019M12;50.161
Viajero;Asia (sin Japón);;2015M01;""
Viajero;Asia (sin Japón);;2015M02;""
Viajero;Asia (sin Japón);;2015M03;""
Viajero;Asia (sin Japón);;2015M04;""
Viajero;Asia (sin Japón);;2015M05;""
Viajero;Asia (sin Japón);;2015M06;""
Viajero;Asia (sin Japón);;2015M07;""
Viajero;Asia (sin Japón);;2015M08;""
Viajero;Asia (sin Japón);;2015M09;""
Viajero;Asia (sin Japón);;2015M10;""
Viajero;Asia (sin Japón);;2015M11;""
Viajero;Asia (sin Japón);;2015M12;""
Viajero;Asia (sin Japón);;2016M01;""
Viajero;Asia (sin Japón);;2016M02;""
Viajero;Asia (sin Japón);;2016M03;""
Viajero;Asia (sin Japón);;2016M04;""
Viajero;Asia (sin Japón);;2016M05;""
Viajero;Asia (sin Japón);;2016M06;""
Viajero;Asia (sin Japón);;2016M07;""
Viajero;Asia (sin Japón);;2016M08;""
Viajero;Asia (sin Japón);;2016M09;""
Viajero;Asia (sin Japón);;2016M10;""
Viajero;Asia (sin Japón);;2016M11;""
Viajero;Asia (sin Japón);;2016M12;""
Viajero;Asia (sin Japón);;2017M01;""
Viajero;Asia (sin Japón);;2017M02;""
Viajero;Asia (sin Japón);;2017M03;""
Viajero;Asia (sin Japón);;2017M04;""
Viajero;Asia (sin Japón);;2017M05;""
Viajero;Asia (sin Japón);;2017M06;""
Viajero;Asia (sin Japón);;2017M07;""
Viajero;Asia (sin Japón);;2017M08;""
Viajero;Asia (sin Japón);;2017M09;""
Viajero;Asia (sin Japón);;2017M10;""
Viajero;Asia (sin Japón);;2017M11;""
Viajero;Asia (sin Japón);;2017M12;""
Viajero;Asia (sin Japón);;2018M01;""
Viajero;Asia (sin Japón);;2018M02;""
Viajero;Asia (sin Japón);;2018M03;""
Viajero;Asia (sin Japón);;2018M04;""
Viajero;Asia (sin Japón);;2018M05;""
Viajero;Asia (sin Japón);;2018M06;""
Viajero;Asia (sin Japón);;2018M07;""
Viajero;Asia (sin Japón);;2018M08;""
Viajero;Asia (sin Japón);;2018M09;""
Viajero;Asia (sin Japón);;2018M10;""
Viajero;Asia (sin Japón);;2018M11;""
Viajero;Asia (sin Japón);;2018M12;""
Viajero;Asia (sin Japón);;2019M01;""
Viajero;Asia (sin Japón);;2019M02;""
Viajero;Asia (sin Japón);;2019M03;""
Viajero;Asia (sin Japón);;2019M04;""
Viajero;Asia (sin Japón);;2019M05;""
Viajero;Asia (sin Japón);;2019M06;""
Viajero;Asia (sin Japón);;2019M07;""
Viajero;Asia (sin Japón);;2019M08;""
Viajero;Asia (sin Japón);;2019M09;""
Viajero;Asia (sin Japón);;2019M10;""
Viajero;Asia (sin Japón);;2019M11;""
Viajero;Asia (sin Japón);;2019M12;""
Pernoctaciones;Total;;2015M01;13.342.087
Pernoctaciones;Total;;2015M02;14.513.335
Pernoctaciones;Total;;2015M03;18.596.568
Pernoctaciones;Total;;2015M04;23.087.381
Pernoctaciones;Total;;2015M05;28.041.622
Pernoctaciones;Total;;2015M06;32.092.513
Pernoctaciones;Total;;2015M07;39.850.064
Pernoctaciones;Total;;2015M08;44.813.404
Pernoctaciones;Total;;2015M09;34.918.861
Pernoctaciones;Total;;2015M10;28.073.790
Pernoctaciones;Total;;2015M11;15.862.738
Pernoctaciones;Total;;2015M12;15.043.365
Pernoctaciones;Total;;2016M01;14.470.851
Pernoctaciones;Total;;2016M02;16.379.849
Pernoctaciones;Total;;2016M03;22.022.933
Pernoctaciones;Total;;2016M04;23.056.973
Pernoctaciones;Total;;2016M05;30.401.275
Pernoctaciones;Total;;2016M06;34.430.872
Pernoctaciones;Total;;2016M07;42.948.946
Pernoctaciones;Total;;2016M08;46.502.956
Pernoctaciones;Total;;2016M09;37.218.422
Pernoctaciones;Total;;2016M10;30.587.997
Pernoctaciones;Total;;2016M11;17.134.705
Pernoctaciones;Total;;2016M12;16.013.165
Pernoctaciones;Total;;2017M01;15.200.690
Pernoctaciones;Total;;2017M02;16.346.534
Pernoctaciones;Total;;2017M03;20.508.641
Pernoctaciones;Total;;2017M04;27.549.426
Pernoctaciones;Total;;2017M05;31.439.920
Pernoctaciones;Total;;2017M06;36.646.402
Pernoctaciones;Total;;2017M07;43.624.461
Pernoctaciones;Total;;2017M08;46.657.187
Pernoctaciones;Total;;2017M09;37.961.599
Pernoctaciones;Total;;2017M10;30.898.617
Pernoctaciones;Total;;2017M11;17.537.436
Pernoctaciones;Total;;2017M12;16.211.799
Pernoctaciones;Total;;2018M01;15.395.882
Pernoctaciones;Total;;2018M02;16.527.859
Pernoctaciones;Total;;2018M03;21.918.931
Pernoctaciones;Total;;2018M04;25.207.350
Pernoctaciones;Total;;2018M05;31.921.157
Pernoctaciones;Total;;2018M06;36.168.465
Pernoctaciones;Total;;2018M07;42.717.096
Pernoctaciones;Total;;2018M08;46.306.240
Pernoctaciones;Total;;2018M09;37.768.667
Pernoctaciones;Total;;2018M10;31.132.356
Pernoctaciones;Total;;2018M11;18.261.076
Pernoctaciones;Total;;2018M12;16.655.848
Pernoctaciones;Total;;2019M01;15.506.154
Pernoctaciones;Total;;2019M02;16.589.486
Pernoctaciones;Total;;2019M03;21.520.914
Pernoctaciones;Total;;2019M04;26.808.982
Pernoctaciones;Total;;2019M05;31.905.788
Pernoctaciones;Total;;2019M06;37.163.185
Pernoctaciones;Total;;2019M07;43.199.530
Pernoctaciones;Total;;2019M08;47.059.511
Pernoctaciones;Total;;2019M09;37.572.668
Pernoctaciones;Total;;2019M10;30.363.238
Pernoctaciones;Total;;2019M11;18.339.394
Pernoctaciones;Total;;2019M12;16.966.744
Pernoctaciones;Total;Residentes en España;2015M01;4.981.703
Pernoctaciones;Total;Residentes en España;2015M02;5.821.275
Pernoctaciones;Total;Residentes en España;2015M03;7.716.464
Pernoctaciones;Total;Residentes en España;2015M04;9.487.491
Pernoctaciones;Total;Residentes en España;2015M05;8.808.445
Pernoctaciones;Total;Residentes en España;2015M06;10.571.055
Pernoctaciones;Total;Residentes en España;2015M07;13.870.398
Pernoctaciones;Total;Residentes en España;2015M08;17.276.215
Pernoctaciones;Total;Residentes en España;2015M09;10.930.759
Pernoctaciones;Total;Residentes en España;2015M10;8.586.116
Pernoctaciones;Total;Residentes en España;2015M11;5.860.457
Pernoctaciones;Total;Residentes en España;2015M12;6.344.526
Pernoctaciones;Total;Residentes en España;2016M01;5.428.798
Pernoctaciones;Total;Residentes en España;2016M02;6.510.315
Pernoctaciones;Total;Residentes en España;2016M03;9.419.601
Pernoctaciones;Total;Residentes en España;2016M04;7.980.979
Pernoctaciones;Total;Residentes en España;2016M05;8.999.173
Pernoctaciones;Total;Residentes en España;2016M06;10.350.864
Pernoctaciones;Total;Residentes en España;2016M07;14.586.701
Pernoctaciones;Total;Residentes en España;2016M08;17.245.641
Pernoctaciones;Total;Residentes en España;2016M09;11.216.422
Pernoctaciones;Total;Residentes en España;2016M10;9.442.129
Pernoctaciones;Total;Residentes en España;2016M11;6.476.574
Pernoctaciones;Total;Residentes en España;2016M12;6.581.936
Pernoctaciones;Total;Residentes en España;2017M01;5.316.890
Pernoctaciones;Total;Residentes en España;2017M02;6.225.212
Pernoctaciones;Total;Residentes en España;2017M03;7.938.883
Pernoctaciones;Total;Residentes en España;2017M04;10.757.733
Pernoctaciones;Total;Residentes en España;2017M05;9.023.683
Pernoctaciones;Total;Residentes en España;2017M06;10.850.740
Pernoctaciones;Total;Residentes en España;2017M07;14.336.386
Pernoctaciones;Total;Residentes en España;2017M08;17.063.116
Pernoctaciones;Total;Residentes en España;2017M09;11.355.257
Pernoctaciones;Total;Residentes en España;2017M10;9.259.019
Pernoctaciones;Total;Residentes en España;2017M11;6.723.998
Pernoctaciones;Total;Residentes en España;2017M12;6.983.672
Pernoctaciones;Total;Residentes en España;2018M01;5.459.601
Pernoctaciones;Total;Residentes en España;2018M02;6.238.722
Pernoctaciones;Total;Residentes en España;2018M03;8.972.022
Pernoctaciones;Total;Residentes en España;2018M04;9.259.508
Pernoctaciones;Total;Residentes en España;2018M05;9.188.503
Pernoctaciones;Total;Residentes en España;2018M06;10.857.338
Pernoctaciones;Total;Residentes en España;2018M07;14.185.066
Pernoctaciones;Total;Residentes en España;2018M08;17.534.070
Pernoctaciones;Total;Residentes en España;2018M09;11.410.767
Pernoctaciones;Total;Residentes en España;2018M10;9.285.954
Pernoctaciones;Total;Residentes en España;2018M11;7.155.122
Pernoctaciones;Total;Residentes en España;2018M12;6.953.070
Pernoctaciones;Total;Residentes en España;2019M01;5.499.882
Pernoctaciones;Total;Residentes en España;2019M02;6.396.288
Pernoctaciones;Total;Residentes en España;2019M03;8.482.404
Pernoctaciones;Total;Residentes en España;2019M04;10.124.829
Pernoctaciones;Total;Residentes en España;2019M05;9.830.228
Pernoctaciones;Total;Residentes en España;2019M06;11.606.159
Pernoctaciones;Total;Residentes en España;2019M07;14.871.768
Pernoctaciones;Total;Residentes en España;2019M08;18.245.766
Pernoctaciones;Total;Residentes en España;2019M09;11.541.054
Pernoctaciones;Total;Residentes en España;2019M10;8.784.169
Pernoctaciones;Total;Residentes en España;2019M11;7.200.004
Pernoctaciones;Total;Residentes en España;2019M12;7.026.688
Pernoctaciones;Total;Residentes en el Extranjero;2015M01;8.360.385
Pernoctaciones;Total;Residentes en el Extranjero;2015M02;8.692.060
Pernoctaciones;Total;Residentes en el Extranjero;2015M03;10.880.104
Pernoctaciones;Total;Residentes en el Extranjero;2015M04;13.599.890
Pernoctaciones;Total;Residentes en el Extranjero;2015M05;19.233.177
Pernoctaciones;Total;Residentes en el Extranjero;2015M06;21.521.458
Pernoctaciones;Total;Residentes en el Extranjero;2015M07;25.979.666
Pernoctaciones;Total;Residentes en el Extranjero;2015M08;27.537.189
Pernoctaciones;Total;Residentes en el Extranjero;2015M09;23.988.101
Pernoctaciones;Total;Residentes en el Extranjero;2015M10;19.487.673
Pernoctaciones;Total;Residentes en el Extranjero;2015M11;10.002.281
Pernoctaciones;Total;Residentes en el Extranjero;2015M12;8.698.839
Pernoctaciones;Total;Residentes en el Extranjero;2016M01;9.042.054
Pernoctaciones;Total;Residentes en el Extranjero;2016M02;9.869.534
Pernoctaciones;Total;Residentes en el Extranjero;2016M03;12.603.332
Pernoctaciones;Total;Residentes en el Extranjero;2016M04;15.075.994
Pernoctaciones;Total;Residentes en el Extranjero;2016M05;21.402.102
Pernoctaciones;Total;Residentes en el Extranjero;2016M06;24.080.008
Pernoctaciones;Total;Residentes en el Extranjero;2016M07;28.362.245
Pernoctaciones;Total;Residentes en el Extranjero;2016M08;29.257.315
Pernoctaciones;Total;Residentes en el Extranjero;2016M09;26.001.999
Pernoctaciones;Total;Residentes en el Extranjero;2016M10;21.145.869
Pernoctaciones;Total;Residentes en el Extranjero;2016M11;10.658.131
Pernoctaciones;Total;Residentes en el Extranjero;2016M12;9.431.229
Pernoctaciones;Total;Residentes en el Extranjero;2017M01;9.883.800
Pernoctaciones;Total;Residentes en el Extranjero;2017M02;10.121.322
Pernoctaciones;Total;Residentes en el Extranjero;2017M03;12.569.758
Pernoctaciones;Total;Residentes en el Extranjero;2017M04;16.791.693
Pernoctaciones;Total;Residentes en el Extranjero;2017M05;22.416.238
Pernoctaciones;Total;Residentes en el Extranjero;2017M06;25.795.662
Pernoctaciones;Total;Residentes en el Extranjero;2017M07;29.288.076
Pernoctaciones;Total;Residentes en el Extranjero;2017M08;29.594.071
Pernoctaciones;Total;Residentes en el Extranjero;2017M09;26.606.342
Pernoctaciones;Total;Residentes en el Extranjero;2017M10;21.639.598
Pernoctaciones;Total;Residentes en el Extranjero;2017M11;10.813.437
Pernoctaciones;Total;Residentes en el Extranjero;2017M12;9.228.127
Pernoctaciones;Total;Residentes en el Extranjero;2018M01;9.936.282
Pernoctaciones;Total;Residentes en el Extranjero;2018M02;10.289.137
Pernoctaciones;Total;Residentes en el Extranjero;2018M03;12.946.909
Pernoctaciones;Total;Residentes en el Extranjero;2018M04;15.947.842
Pernoctaciones;Total;Residentes en el Extranjero;2018M05;22.732.654
Pernoctaciones;Total;Residentes en el Extranjero;2018M06;25.311.127
Pernoctaciones;Total;Residentes en el Extranjero;2018M07;28.532.030
Pernoctaciones;Total;Residentes en el Extranjero;2018M08;28.772.169
Pernoctaciones;Total;Residentes en el Extranjero;2018M09;26.357.900
Pernoctaciones;Total;Residentes en el Extranjero;2018M10;21.846.402
Pernoctaciones;Total;Residentes en el Extranjero;2018M11;11.105.954
Pernoctaciones;Total;Residentes en el Extranjero;2018M12;9.702.778
Pernoctaciones;Total;Residentes en el Extranjero;2019M01;10.006.273
Pernoctaciones;Total;Residentes en el Extranjero;2019M02;10.193.198
Pernoctaciones;Total;Residentes en el Extranjero;2019M03;13.038.510
Pernoctaciones;Total;Residentes en el Extranjero;2019M04;16.684.153
Pernoctaciones;Total;Residentes en el Extranjero;2019M05;22.075.560
Pernoctaciones;Total;Residentes en el Extranjero;2019M06;25.557.026
Pernoctaciones;Total;Residentes en el Extranjero;2019M07;28.327.761
Pernoctaciones;Total;Residentes en el Extranjero;2019M08;28.813.745
Pernoctaciones;Total;Residentes en el Extranjero;2019M09;26.031.614
Pernoctaciones;Total;Residentes en el Extranjero;2019M10;21.579.069
Pernoctaciones;Total;Residentes en el Extranjero;2019M11;11.139.390
Pernoctaciones;Total;Residentes en el Extranjero;2019M12;9.940.055
Pernoctaciones;Total;Alemania;2015M01;1.931.299
Pernoctaciones;Total;Alemania;2015M02;1.960.077
Pernoctaciones;Total;Alemania;2015M03;2.640.734
Pernoctaciones;Total;Alemania;2015M04;3.114.641
Pernoctaciones;Total;Alemania;2015M05;4.639.255
Pernoctaciones;Total;Alemania;2015M06;5.272.779
Pernoctaciones;Total;Alemania;2015M07;5.611.633
Pernoctaciones;Total;Alemania;2015M08;6.079.577
Pernoctaciones;Total;Alemania;2015M09;6.017.989
Pernoctaciones;Total;Alemania;2015M10;4.979.262
Pernoctaciones;Total;Alemania;2015M11;2.194.954
Pernoctaciones;Total;Alemania;2015M12;1.739.437
Pernoctaciones;Total;Alemania;2016M01;1.885.204
Pernoctaciones;Total;Alemania;2016M02;2.019.019
Pernoctaciones;Total;Alemania;2016M03;2.992.231
Pernoctaciones;Total;Alemania;2016M04;3.222.807
Pernoctaciones;Total;Alemania;2016M05;5.347.738
Pernoctaciones;Total;Alemania;2016M06;5.794.679
Pernoctaciones;Total;Alemania;2016M07;5.959.222
Pernoctaciones;Total;Alemania;2016M08;6.161.198
Pernoctaciones;Total;Alemania;2016M09;6.374.128
Pernoctaciones;Total;Alemania;2016M10;5.664.142
Pernoctaciones;Total;Alemania;2016M11;2.270.750
Pernoctaciones;Total;Alemania;2016M12;1.867.275
Pernoctaciones;Total;Alemania;2017M01;1.970.630
Pernoctaciones;Total;Alemania;2017M02;1.942.855
Pernoctaciones;Total;Alemania;2017M03;2.698.891
Pernoctaciones;Total;Alemania;2017M04;3.568.521
Pernoctaciones;Total;Alemania;2017M05;5.262.110
Pernoctaciones;Total;Alemania;2017M06;6.259.885
Pernoctaciones;Total;Alemania;2017M07;6.405.671
Pernoctaciones;Total;Alemania;2017M08;5.911.906
Pernoctaciones;Total;Alemania;2017M09;6.223.773
Pernoctaciones;Total;Alemania;2017M10;5.776.139
Pernoctaciones;Total;Alemania;2017M11;2.283.855
Pernoctaciones;Total;Alemania;2017M12;1.722.206
Pernoctaciones;Total;Alemania;2018M01;1.859.606
Pernoctaciones;Total;Alemania;2018M02;1.978.771
Pernoctaciones;Total;Alemania;2018M03;2.793.108
Pernoctaciones;Total;Alemania;2018M04;3.285.430
Pernoctaciones;Total;Alemania;2018M05;5.157.387
Pernoctaciones;Total;Alemania;2018M06;5.425.411
Pernoctaciones;Total;Alemania;2018M07;5.606.574
Pernoctaciones;Total;Alemania;2018M08;5.285.200
Pernoctaciones;Total;Alemania;2018M09;5.802.929
Pernoctaciones;Total;Alemania;2018M10;5.317.224
Pernoctaciones;Total;Alemania;2018M11;2.105.493
Pernoctaciones;Total;Alemania;2018M12;1.713.490
Pernoctaciones;Total;Alemania;2019M01;1.751.999
Pernoctaciones;Total;Alemania;2019M02;1.770.544
Pernoctaciones;Total;Alemania;2019M03;2.569.349
Pernoctaciones;Total;Alemania;2019M04;3.261.354
Pernoctaciones;Total;Alemania;2019M05;4.314.258
Pernoctaciones;Total;Alemania;2019M06;5.066.606
Pernoctaciones;Total;Alemania;2019M07;4.943.147
Pernoctaciones;Total;Alemania;2019M08;4.672.133
Pernoctaciones;Total;Alemania;2019M09;5.228.687
Pernoctaciones;Total;Alemania;2019M10;4.687.973
Pernoctaciones;Total;Alemania;2019M11;1.966.912
Pernoctaciones;Total;Alemania;2019M12;1.684.211
Pernoctaciones;Total;Austria;2015M01;86.856
Pernoctaciones;Total;Austria;2015M02;95.412
Pernoctaciones;Total;Austria;2015M03;116.062
Pernoctaciones;Total;Austria;2015M04;160.195
Pernoctaciones;Total;Austria;2015M05;195.351
Pernoctaciones;Total;Austria;2015M06;230.389
Pernoctaciones;Total;Austria;2015M07;267.420
Pernoctaciones;Total;Austria;2015M08;252.070
Pernoctaciones;Total;Austria;2015M09;238.240
Pernoctaciones;Total;Austria;2015M10;150.327
Pernoctaciones;Total;Austria;2015M11;99.200
Pernoctaciones;Total;Austria;2015M12;83.364
Pernoctaciones;Total;Austria;2016M01;83.470
Pernoctaciones;Total;Austria;2016M02;98.858
Pernoctaciones;Total;Austria;2016M03;129.748
Pernoctaciones;Total;Austria;2016M04;170.381
Pernoctaciones;Total;Austria;2016M05;201.370
Pernoctaciones;Total;Austria;2016M06;225.147
Pernoctaciones;Total;Austria;2016M07;287.182
Pernoctaciones;Total;Austria;2016M08;265.556
Pernoctaciones;Total;Austria;2016M09;257.206
Pernoctaciones;Total;Austria;2016M10;184.778
Pernoctaciones;Total;Austria;2016M11;105.321
Pernoctaciones;Total;Austria;2016M12;79.417
Pernoctaciones;Total;Austria;2017M01;88.061
Pernoctaciones;Total;Austria;2017M02;98.587
Pernoctaciones;Total;Austria;2017M03;107.835
Pernoctaciones;Total;Austria;2017M04;162.106
Pernoctaciones;Total;Austria;2017M05;226.136
Pernoctaciones;Total;Austria;2017M06;224.717
Pernoctaciones;Total;Austria;2017M07;287.883
Pernoctaciones;Total;Austria;2017M08;262.429
Pernoctaciones;Total;Austria;2017M09;244.436
Pernoctaciones;Total;Austria;2017M10;181.543
Pernoctaciones;Total;Austria;2017M11;108.554
Pernoctaciones;Total;Austria;2017M12;77.673
Pernoctaciones;Total;Austria;2018M01;87.892
Pernoctaciones;Total;Austria;2018M02;92.874
Pernoctaciones;Total;Austria;2018M03;125.837
Pernoctaciones;Total;Austria;2018M04;140.082
Pernoctaciones;Total;Austria;2018M05;201.852
Pernoctaciones;Total;Austria;2018M06;230.526
Pernoctaciones;Total;Austria;2018M07;290.679
Pernoctaciones;Total;Austria;2018M08;293.780
Pernoctaciones;Total;Austria;2018M09;244.768
Pernoctaciones;Total;Austria;2018M10;192.700
Pernoctaciones;Total;Austria;2018M11;115.382
Pernoctaciones;Total;Austria;2018M12;88.431
Pernoctaciones;Total;Austria;2019M01;90.446
Pernoctaciones;Total;Austria;2019M02;113.628
Pernoctaciones;Total;Austria;2019M03;122.521
Pernoctaciones;Total;Austria;2019M04;175.603
Pernoctaciones;Total;Austria;2019M05;202.458
Pernoctaciones;Total;Austria;2019M06;241.958
Pernoctaciones;Total;Austria;2019M07;282.897
Pernoctaciones;Total;Austria;2019M08;267.388
Pernoctaciones;Total;Austria;2019M09;230.633
Pernoctaciones;Total;Austria;2019M10;174.033
Pernoctaciones;Total;Austria;2019M11;105.806
Pernoctaciones;Total;Austria;2019M12;83.896
Pernoctaciones;Total;Bélgica;2015M01;295.398
Pernoctaciones;Total;Bélgica;2015M02;302.875
Pernoctaciones;Total;Bélgica;2015M03;337.050
Pernoctaciones;Total;Bélgica;2015M04;523.690
Pernoctaciones;Total;Bélgica;2015M05;557.508
Pernoctaciones;Total;Bélgica;2015M06;621.748
Pernoctaciones;Total;Bélgica;2015M07;1.091.395
Pernoctaciones;Total;Bélgica;2015M08;816.688
Pernoctaciones;Total;Bélgica;2015M09;771.805
Pernoctaciones;Total;Bélgica;2015M10;483.594
Pernoctaciones;Total;Bélgica;2015M11;390.171
Pernoctaciones;Total;Bélgica;2015M12;303.565
Pernoctaciones;Total;Bélgica;2016M01;302.650
Pernoctaciones;Total;Bélgica;2016M02;326.000
Pernoctaciones;Total;Bélgica;2016M03;411.052
Pernoctaciones;Total;Bélgica;2016M04;451.424
Pernoctaciones;Total;Bélgica;2016M05;593.391
Pernoctaciones;Total;Bélgica;2016M06;610.748
Pernoctaciones;Total;Bélgica;2016M07;1.086.490
Pernoctaciones;Total;Bélgica;2016M08;842.412
Pernoctaciones;Total;Bélgica;2016M09;773.669
Pernoctaciones;Total;Bélgica;2016M10;553.845
Pernoctaciones;Total;Bélgica;2016M11;387.527
Pernoctaciones;Total;Bélgica;2016M12;292.936
Pernoctaciones;Total;Bélgica;2017M01;314.421
Pernoctaciones;Total;Bélgica;2017M02;315.493
Pernoctaciones;Total;Bélgica;2017M03;372.467
Pernoctaciones;Total;Bélgica;2017M04;532.579
Pernoctaciones;Total;Bélgica;2017M05;602.995
Pernoctaciones;Total;Bélgica;2017M06;617.834
Pernoctaciones;Total;Bélgica;2017M07;1.061.047
Pernoctaciones;Total;Bélgica;2017M08;788.011
Pernoctaciones;Total;Bélgica;2017M09;774.437
Pernoctaciones;Total;Bélgica;2017M10;562.132
Pernoctaciones;Total;Bélgica;2017M11;350.029
Pernoctaciones;Total;Bélgica;2017M12;296.293
Pernoctaciones;Total;Bélgica;2018M01;313.202
Pernoctaciones;Total;Bélgica;2018M02;349.347
Pernoctaciones;Total;Bélgica;2018M03;363.762
Pernoctaciones;Total;Bélgica;2018M04;552.821
Pernoctaciones;Total;Bélgica;2018M05;581.955
Pernoctaciones;Total;Bélgica;2018M06;602.687
Pernoctaciones;Total;Bélgica;2018M07;995.833
Pernoctaciones;Total;Bélgica;2018M08;730.250
Pernoctaciones;Total;Bélgica;2018M09;744.044
Pernoctaciones;Total;Bélgica;2018M10;579.989
Pernoctaciones;Total;Bélgica;2018M11;341.498
Pernoctaciones;Total;Bélgica;2018M12;315.551
Pernoctaciones;Total;Bélgica;2019M01;302.953
Pernoctaciones;Total;Bélgica;2019M02;290.979
Pernoctaciones;Total;Bélgica;2019M03;376.899
Pernoctaciones;Total;Bélgica;2019M04;523.349
Pernoctaciones;Total;Bélgica;2019M05;577.326
Pernoctaciones;Total;Bélgica;2019M06;620.360
Pernoctaciones;Total;Bélgica;2019M07;924.835
Pernoctaciones;Total;Bélgica;2019M08;696.188
Pernoctaciones;Total;Bélgica;2019M09;703.041
Pernoctaciones;Total;Bélgica;2019M10;544.885
Pernoctaciones;Total;Bélgica;2019M11;316.536
Pernoctaciones;Total;Bélgica;2019M12;309.081
Pernoctaciones;Total;Dinamarca;2015M01;178.082
Pernoctaciones;Total;Dinamarca;2015M02;204.430
Pernoctaciones;Total;Dinamarca;2015M03;240.276
Pernoctaciones;Total;Dinamarca;2015M04;206.570
Pernoctaciones;Total;Dinamarca;2015M05;160.929
Pernoctaciones;Total;Dinamarca;2015M06;167.054
Pernoctaciones;Total;Dinamarca;2015M07;354.897
Pernoctaciones;Total;Dinamarca;2015M08;188.611
Pernoctaciones;Total;Dinamarca;2015M09;193.455
Pernoctaciones;Total;Dinamarca;2015M10;263.646
Pernoctaciones;Total;Dinamarca;2015M11;174.983
Pernoctaciones;Total;Dinamarca;2015M12;137.304
Pernoctaciones;Total;Dinamarca;2016M01;186.699
Pernoctaciones;Total;Dinamarca;2016M02;246.525
Pernoctaciones;Total;Dinamarca;2016M03;264.999
Pernoctaciones;Total;Dinamarca;2016M04;224.078
Pernoctaciones;Total;Dinamarca;2016M05;204.074
Pernoctaciones;Total;Dinamarca;2016M06;219.483
Pernoctaciones;Total;Dinamarca;2016M07;444.675
Pernoctaciones;Total;Dinamarca;2016M08;257.879
Pernoctaciones;Total;Dinamarca;2016M09;257.501
Pernoctaciones;Total;Dinamarca;2016M10;299.425
Pernoctaciones;Total;Dinamarca;2016M11;196.090
Pernoctaciones;Total;Dinamarca;2016M12;153.252
Pernoctaciones;Total;Dinamarca;2017M01;210.569
Pernoctaciones;Total;Dinamarca;2017M02;255.853
Pernoctaciones;Total;Dinamarca;2017M03;287.363
Pernoctaciones;Total;Dinamarca;2017M04;259.703
Pernoctaciones;Total;Dinamarca;2017M05;246.603
Pernoctaciones;Total;Dinamarca;2017M06;269.528
Pernoctaciones;Total;Dinamarca;2017M07;482.933
Pernoctaciones;Total;Dinamarca;2017M08;283.158
Pernoctaciones;Total;Dinamarca;2017M09;296.210
Pernoctaciones;Total;Dinamarca;2017M10;330.676
Pernoctaciones;Total;Dinamarca;2017M11;211.547
Pernoctaciones;Total;Dinamarca;2017M12;169.659
Pernoctaciones;Total;Dinamarca;2018M01;241.348
Pernoctaciones;Total;Dinamarca;2018M02;266.689
Pernoctaciones;Total;Dinamarca;2018M03;328.675
Pernoctaciones;Total;Dinamarca;2018M04;251.256
Pernoctaciones;Total;Dinamarca;2018M05;249.773
Pernoctaciones;Total;Dinamarca;2018M06;240.024
Pernoctaciones;Total;Dinamarca;2018M07;488.816
Pernoctaciones;Total;Dinamarca;2018M08;287.154
Pernoctaciones;Total;Dinamarca;2018M09;268.288
Pernoctaciones;Total;Dinamarca;2018M10;318.407
Pernoctaciones;Total;Dinamarca;2018M11;193.476
Pernoctaciones;Total;Dinamarca;2018M12;147.830
