Viajeros y pernoctaciones;RESIDENCIA/ORIGEN;Países;Periodo;Total
Pernoctaciones;Total;Portugal;2017M04;380.299
Pernoctaciones;Total;Portugal;2017M05;222.506
Pernoctaciones;Total;Portugal;2017M06;431.372
Pernoctaciones;Total;Portugal;2017M07;565.301
Pernoctaciones;Total;Portugal;2017M08;742.214
Pernoctaciones;Total;Portugal;2017M09;464.807
Pernoctaciones;Total;Portugal;2017M10;223.358
Pernoctaciones;Total;Portugal;2017M11;137.157
Pernoctaciones;Total;Portugal;2017M12;150.296
Pernoctaciones;Total;Portugal;2018M01;140.218
Pernoctaciones;Total;Portugal;2018M02;170.663
Pernoctaciones;Total;Portugal;2018M03;221.237
Pernoctaciones;Total;Portugal;2018M04;301.834
Pernoctaciones;Total;Portugal;2018M05;241.089
Pernoctaciones;Total;Portugal;2018M06;427.343
Pernoctaciones;Total;Portugal;2018M07;556.190
Pernoctaciones;Total;Portugal;2018M08;833.016
Pernoctaciones;Total;Portugal;2018M09;519.919
Pernoctaciones;Total;Portugal;2018M10;257.775
Pernoctaciones;Total;Portugal;2018M11;158.933
Pernoctaciones;Total;Portugal;2018M12;174.846
Pernoctaciones;Total;Portugal;2019M01;142.134
Pernoctaciones;Total;Portugal;2019M02;155.429
Pernoctaciones;Total;Portugal;2019M03;227.504
Pernoctaciones;Total;Portugal;2019M04;369.100
Pernoctaciones;Total;Portugal;2019M05;276.475
Pernoctaciones;Total;Portugal;2019M06;524.157
Pernoctaciones;Total;Portugal;2019M07;607.396
Pernoctaciones;Total;Portugal;2019M08;852.750
Pernoctaciones;Total;Portugal;2019M09;542.491
Pernoctaciones;Total;Portugal;2019M10;274.570
Pernoctaciones;Total;Portugal;2019M11;191.458
Pernoctaciones;Total;Portugal;2019M12;165.400
Pernoctaciones;Total;República Checa;2015M01;29.969
Pernoctaciones;Total;República Checa;2015M02;34.104
Pernoctaciones;Total;República Checa;2015M03;33.714
Pernoctaciones;Total;República Checa;2015M04;41.667
Pernoctaciones;Total;República Checa;2015M05;49.606
Pernoctaciones;Total;República Checa;2015M06;150.992
Pernoctaciones;Total;República Checa;2015M07;182.530
Pernoctaciones;Total;República Checa;2015M08;140.668
Pernoctaciones;Total;República Checa;2015M09;198.253
Pernoctaciones;Total;República Checa;2015M10;68.236
Pernoctaciones;Total;República Checa;2015M11;38.686
Pernoctaciones;Total;República Checa;2015M12;23.685
Pernoctaciones;Total;República Checa;2016M01;27.723
Pernoctaciones;Total;República Checa;2016M02;23.986
Pernoctaciones;Total;República Checa;2016M03;44.055
Pernoctaciones;Total;República Checa;2016M04;43.496
Pernoctaciones;Total;República Checa;2016M05;74.014
Pernoctaciones;Total;República Checa;2016M06;213.717
Pernoctaciones;Total;República Checa;2016M07;241.536
Pernoctaciones;Total;República Checa;2016M08;211.388
Pernoctaciones;Total;República Checa;2016M09;203.296
Pernoctaciones;Total;República Checa;2016M10;75.159
Pernoctaciones;Total;República Checa;2016M11;33.695
Pernoctaciones;Total;República Checa;2016M12;24.974
Pernoctaciones;Total;República Checa;2017M01;25.469
Pernoctaciones;Total;República Checa;2017M02;34.303
Pernoctaciones;Total;República Checa;2017M03;39.735
Pernoctaciones;Total;República Checa;2017M04;48.160
Pernoctaciones;Total;República Checa;2017M05;81.851
Pernoctaciones;Total;República Checa;2017M06;199.771
Pernoctaciones;Total;República Checa;2017M07;242.829
Pernoctaciones;Total;República Checa;2017M08;223.791
Pernoctaciones;Total;República Checa;2017M09;266.405
Pernoctaciones;Total;República Checa;2017M10;78.103
Pernoctaciones;Total;República Checa;2017M11;35.730
Pernoctaciones;Total;República Checa;2017M12;24.650
Pernoctaciones;Total;República Checa;2018M01;24.431
Pernoctaciones;Total;República Checa;2018M02;33.000
Pernoctaciones;Total;República Checa;2018M03;39.662
Pernoctaciones;Total;República Checa;2018M04;50.540
Pernoctaciones;Total;República Checa;2018M05;88.913
Pernoctaciones;Total;República Checa;2018M06;185.617
Pernoctaciones;Total;República Checa;2018M07;255.945
Pernoctaciones;Total;República Checa;2018M08;211.834
Pernoctaciones;Total;República Checa;2018M09;227.507
Pernoctaciones;Total;República Checa;2018M10;97.756
Pernoctaciones;Total;República Checa;2018M11;43.564
Pernoctaciones;Total;República Checa;2018M12;34.063
Pernoctaciones;Total;República Checa;2019M01;43.165
Pernoctaciones;Total;República Checa;2019M02;36.218
Pernoctaciones;Total;República Checa;2019M03;42.231
Pernoctaciones;Total;República Checa;2019M04;61.648
Pernoctaciones;Total;República Checa;2019M05;97.093
Pernoctaciones;Total;República Checa;2019M06;191.548
Pernoctaciones;Total;República Checa;2019M07;249.138
Pernoctaciones;Total;República Checa;2019M08;245.632
Pernoctaciones;Total;República Checa;2019M09;228.732
Pernoctaciones;Total;República Checa;2019M10;98.838
Pernoctaciones;Total;República Checa;2019M11;55.879
Pernoctaciones;Total;República Checa;2019M12;37.309
Pernoctaciones;Total;Suecia;2015M01;434.610
Pernoctaciones;Total;Suecia;2015M02;407.955
Pernoctaciones;Total;Suecia;2015M03;458.453
Pernoctaciones;Total;Suecia;2015M04;379.165
Pernoctaciones;Total;Suecia;2015M05;306.917
Pernoctaciones;Total;Suecia;2015M06;325.709
Pernoctaciones;Total;Suecia;2015M07;436.528
Pernoctaciones;Total;Suecia;2015M08;302.173
Pernoctaciones;Total;Suecia;2015M09;360.119
Pernoctaciones;Total;Suecia;2015M10;451.424
Pernoctaciones;Total;Suecia;2015M11;478.210
Pernoctaciones;Total;Suecia;2015M12;455.708
Pernoctaciones;Total;Suecia;2016M01;491.284
Pernoctaciones;Total;Suecia;2016M02;477.303
Pernoctaciones;Total;Suecia;2016M03;539.420
Pernoctaciones;Total;Suecia;2016M04;412.325
Pernoctaciones;Total;Suecia;2016M05;412.407
Pernoctaciones;Total;Suecia;2016M06;403.980
Pernoctaciones;Total;Suecia;2016M07;540.441
Pernoctaciones;Total;Suecia;2016M08;406.297
Pernoctaciones;Total;Suecia;2016M09;440.670
Pernoctaciones;Total;Suecia;2016M10;468.808
Pernoctaciones;Total;Suecia;2016M11;574.841
Pernoctaciones;Total;Suecia;2016M12;456.237
Pernoctaciones;Total;Suecia;2017M01;492.939
Pernoctaciones;Total;Suecia;2017M02;472.699
Pernoctaciones;Total;Suecia;2017M03;551.168
Pernoctaciones;Total;Suecia;2017M04;476.969
Pernoctaciones;Total;Suecia;2017M05;520.303
Pernoctaciones;Total;Suecia;2017M06;591.103
Pernoctaciones;Total;Suecia;2017M07;538.332
Pernoctaciones;Total;Suecia;2017M08;553.405
Pernoctaciones;Total;Suecia;2017M09;511.310
Pernoctaciones;Total;Suecia;2017M10;520.850
Pernoctaciones;Total;Suecia;2017M11;558.572
Pernoctaciones;Total;Suecia;2017M12;465.415
Pernoctaciones;Total;Suecia;2018M01;481.737
Pernoctaciones;Total;Suecia;2018M02;454.465
Pernoctaciones;Total;Suecia;2018M03;561.851
Pernoctaciones;Total;Suecia;2018M04;490.932
Pernoctaciones;Total;Suecia;2018M05;521.777
Pernoctaciones;Total;Suecia;2018M06;596.664
Pernoctaciones;Total;Suecia;2018M07;649.762
Pernoctaciones;Total;Suecia;2018M08;516.701
Pernoctaciones;Total;Suecia;2018M09;521.948
Pernoctaciones;Total;Suecia;2018M10;544.158
Pernoctaciones;Total;Suecia;2018M11;509.229
Pernoctaciones;Total;Suecia;2018M12;417.110
Pernoctaciones;Total;Suecia;2019M01;399.175
Pernoctaciones;Total;Suecia;2019M02;382.028
Pernoctaciones;Total;Suecia;2019M03;477.882
Pernoctaciones;Total;Suecia;2019M04;423.259
Pernoctaciones;Total;Suecia;2019M05;458.130
Pernoctaciones;Total;Suecia;2019M06;531.554
Pernoctaciones;Total;Suecia;2019M07;563.255
Pernoctaciones;Total;Suecia;2019M08;473.743
Pernoctaciones;Total;Suecia;2019M09;498.376
Pernoctaciones;Total;Suecia;2019M10;524.757
Pernoctaciones;Total;Suecia;2019M11;459.426
Pernoctaciones;Total;Suecia;2019M12;395.554
Pernoctaciones;Total;Resto de la U.E.;2015M01;111.047
Pernoctaciones;Total;Resto de la U.E.;2015M02;115.501
Pernoctaciones;Total;Resto de la U.E.;2015M03;165.376
Pernoctaciones;Total;Resto de la U.E.;2015M04;206.949
Pernoctaciones;Total;Resto de la U.E.;2015M05;249.424
Pernoctaciones;Total;Resto de la U.E.;2015M06;334.149
Pernoctaciones;Total;Resto de la U.E.;2015M07;405.384
Pernoctaciones;Total;Resto de la U.E.;2015M08;382.723
Pernoctaciones;Total;Resto de la U.E.;2015M09;382.067
Pernoctaciones;Total;Resto de la U.E.;2015M10;291.998
Pernoctaciones;Total;Resto de la U.E.;2015M11;162.388
Pernoctaciones;Total;Resto de la U.E.;2015M12;135.543
Pernoctaciones;Total;Resto de la U.E.;2016M01;130.284
Pernoctaciones;Total;Resto de la U.E.;2016M02;135.668
Pernoctaciones;Total;Resto de la U.E.;2016M03;184.342
Pernoctaciones;Total;Resto de la U.E.;2016M04;250.556
Pernoctaciones;Total;Resto de la U.E.;2016M05;291.516
Pernoctaciones;Total;Resto de la U.E.;2016M06;366.241
Pernoctaciones;Total;Resto de la U.E.;2016M07;456.251
Pernoctaciones;Total;Resto de la U.E.;2016M08;456.333
Pernoctaciones;Total;Resto de la U.E.;2016M09;476.920
Pernoctaciones;Total;Resto de la U.E.;2016M10;299.705
Pernoctaciones;Total;Resto de la U.E.;2016M11;178.253
Pernoctaciones;Total;Resto de la U.E.;2016M12;157.900
Pernoctaciones;Total;Resto de la U.E.;2017M01;158.885
Pernoctaciones;Total;Resto de la U.E.;2017M02;165.083
Pernoctaciones;Total;Resto de la U.E.;2017M03;217.350
Pernoctaciones;Total;Resto de la U.E.;2017M04;293.872
Pernoctaciones;Total;Resto de la U.E.;2017M05;333.693
Pernoctaciones;Total;Resto de la U.E.;2017M06;474.587
Pernoctaciones;Total;Resto de la U.E.;2017M07;521.756
Pernoctaciones;Total;Resto de la U.E.;2017M08;559.300
Pernoctaciones;Total;Resto de la U.E.;2017M09;535.633
Pernoctaciones;Total;Resto de la U.E.;2017M10;370.270
Pernoctaciones;Total;Resto de la U.E.;2017M11;200.043
Pernoctaciones;Total;Resto de la U.E.;2017M12;169.502
Pernoctaciones;Total;Resto de la U.E.;2018M01;174.549
Pernoctaciones;Total;Resto de la U.E.;2018M02;179.145
Pernoctaciones;Total;Resto de la U.E.;2018M03;223.590
Pernoctaciones;Total;Resto de la U.E.;2018M04;288.897
Pernoctaciones;Total;Resto de la U.E.;2018M05;353.780
Pernoctaciones;Total;Resto de la U.E.;2018M06;465.433
Pernoctaciones;Total;Resto de la U.E.;2018M07;557.755
Pernoctaciones;Total;Resto de la U.E.;2018M08;548.645
Pernoctaciones;Total;Resto de la U.E.;2018M09;545.109
Pernoctaciones;Total;Resto de la U.E.;2018M10;389.144
Pernoctaciones;Total;Resto de la U.E.;2018M11;212.535
Pernoctaciones;Total;Resto de la U.E.;2018M12;204.172
Pernoctaciones;Total;Resto de la U.E.;2019M01;200.310
Pernoctaciones;Total;Resto de la U.E.;2019M02;202.912
Pernoctaciones;Total;Resto de la U.E.;2019M03;263.606
Pernoctaciones;Total;Resto de la U.E.;2019M04;336.874
Pernoctaciones;Total;Resto de la U.E.;2019M05;407.876
Pernoctaciones;Total;Resto de la U.E.;2019M06;533.544
Pernoctaciones;Total;Resto de la U.E.;2019M07;572.795
Pernoctaciones;Total;Resto de la U.E.;2019M08;624.664
Pernoctaciones;Total;Resto de la U.E.;2019M09;530.936
Pernoctaciones;Total;Resto de la U.E.;2019M10;426.960
Pernoctaciones;Total;Resto de la U.E.;2019M11;231.490
Pernoctaciones;Total;Resto de la U.E.;2019M12;207.983
Pernoctaciones;Total;Noruega;2015M01;226.675
Pernoctaciones;Total;Noruega;2015M02;255.280
Pernoctaciones;Total;Noruega;2015M03;292.704
Pernoctaciones;Total;Noruega;2015M04;219.793
Pernoctaciones;Total;Noruega;2015M05;157.913
Pernoctaciones;Total;Noruega;2015M06;225.925
Pernoctaciones;Total;Noruega;2015M07;376.578
Pernoctaciones;Total;Noruega;2015M08;201.854
Pernoctaciones;Total;Noruega;2015M09;240.190
Pernoctaciones;Total;Noruega;2015M10;282.875
Pernoctaciones;Total;Noruega;2015M11;291.328
Pernoctaciones;Total;Noruega;2015M12;218.034
Pernoctaciones;Total;Noruega;2016M01;220.385
Pernoctaciones;Total;Noruega;2016M02;282.748
Pernoctaciones;Total;Noruega;2016M03;302.370
Pernoctaciones;Total;Noruega;2016M04;203.835
Pernoctaciones;Total;Noruega;2016M05;191.399
Pernoctaciones;Total;Noruega;2016M06;251.476
Pernoctaciones;Total;Noruega;2016M07;405.588
Pernoctaciones;Total;Noruega;2016M08;215.091
Pernoctaciones;Total;Noruega;2016M09;232.464
Pernoctaciones;Total;Noruega;2016M10;298.532
Pernoctaciones;Total;Noruega;2016M11;299.571
Pernoctaciones;Total;Noruega;2016M12;203.611
Pernoctaciones;Total;Noruega;2017M01;222.456
Pernoctaciones;Total;Noruega;2017M02;281.491
Pernoctaciones;Total;Noruega;2017M03;284.342
Pernoctaciones;Total;Noruega;2017M04;289.377
Pernoctaciones;Total;Noruega;2017M05;213.813
Pernoctaciones;Total;Noruega;2017M06;302.801
Pernoctaciones;Total;Noruega;2017M07;428.606
Pernoctaciones;Total;Noruega;2017M08;224.293
Pernoctaciones;Total;Noruega;2017M09;288.897
Pernoctaciones;Total;Noruega;2017M10;330.891
Pernoctaciones;Total;Noruega;2017M11;285.970
Pernoctaciones;Total;Noruega;2017M12;211.326
Pernoctaciones;Total;Noruega;2018M01;238.484
Pernoctaciones;Total;Noruega;2018M02;298.639
Pernoctaciones;Total;Noruega;2018M03;333.646
Pernoctaciones;Total;Noruega;2018M04;236.694
Pernoctaciones;Total;Noruega;2018M05;246.969
Pernoctaciones;Total;Noruega;2018M06;316.531
Pernoctaciones;Total;Noruega;2018M07;527.029
Pernoctaciones;Total;Noruega;2018M08;295.299
Pernoctaciones;Total;Noruega;2018M09;284.497
Pernoctaciones;Total;Noruega;2018M10;342.834
Pernoctaciones;Total;Noruega;2018M11;283.582
Pernoctaciones;Total;Noruega;2018M12;205.556
Pernoctaciones;Total;Noruega;2019M01;231.222
Pernoctaciones;Total;Noruega;2019M02;281.119
Pernoctaciones;Total;Noruega;2019M03;301.693
Pernoctaciones;Total;Noruega;2019M04;248.652
Pernoctaciones;Total;Noruega;2019M05;230.849
Pernoctaciones;Total;Noruega;2019M06;324.399
Pernoctaciones;Total;Noruega;2019M07;479.224
Pernoctaciones;Total;Noruega;2019M08;240.845
Pernoctaciones;Total;Noruega;2019M09;274.966
Pernoctaciones;Total;Noruega;2019M10;323.668
Pernoctaciones;Total;Noruega;2019M11;294.338
Pernoctaciones;Total;Noruega;2019M12;210.177
Pernoctaciones;Total;Reino Unido;2015M01;1.801.755
Pernoctaciones;Total;Reino Unido;2015M02;1.922.877
Pernoctaciones;Total;Reino Unido;2015M03;2.463.333
Pernoctaciones;Total;Reino Unido;2015M04;3.047.719
Pernoctaciones;Total;Reino Unido;2015M05;5.400.335
Pernoctaciones;Total;Reino Unido;2015M06;6.313.924
Pernoctaciones;Total;Reino Unido;2015M07;7.023.006
Pernoctaciones;Total;Reino Unido;2015M08;7.283.609
Pernoctaciones;Total;Reino Unido;2015M09;6.831.517
Pernoctaciones;Total;Reino Unido;2015M10;5.509.097
Pernoctaciones;Total;Reino Unido;2015M11;2.360.967
Pernoctaciones;Total;Reino Unido;2015M12;2.130.829
Pernoctaciones;Total;Reino Unido;2016M01;2.107.049
Pernoctaciones;Total;Reino Unido;2016M02;2.334.483
Pernoctaciones;Total;Reino Unido;2016M03;3.000.858
Pernoctaciones;Total;Reino Unido;2016M04;3.617.362
Pernoctaciones;Total;Reino Unido;2016M05;5.949.456
Pernoctaciones;Total;Reino Unido;2016M06;7.183.232
Pernoctaciones;Total;Reino Unido;2016M07;7.694.310
Pernoctaciones;Total;Reino Unido;2016M08;7.928.301
Pernoctaciones;Total;Reino Unido;2016M09;7.335.955
Pernoctaciones;Total;Reino Unido;2016M10;5.611.328
Pernoctaciones;Total;Reino Unido;2016M11;2.504.499
Pernoctaciones;Total;Reino Unido;2016M12;2.289.020
Pernoctaciones;Total;Reino Unido;2017M01;2.324.896
Pernoctaciones;Total;Reino Unido;2017M02;2.385.277
Pernoctaciones;Total;Reino Unido;2017M03;3.012.149
Pernoctaciones;Total;Reino Unido;2017M04;3.818.432
Pernoctaciones;Total;Reino Unido;2017M05;6.320.342
Pernoctaciones;Total;Reino Unido;2017M06;7.192.967
Pernoctaciones;Total;Reino Unido;2017M07;7.292.237
Pernoctaciones;Total;Reino Unido;2017M08;7.635.304
Pernoctaciones;Total;Reino Unido;2017M09;7.174.952
Pernoctaciones;Total;Reino Unido;2017M10;5.420.205
Pernoctaciones;Total;Reino Unido;2017M11;2.414.843
Pernoctaciones;Total;Reino Unido;2017M12;2.161.492
Pernoctaciones;Total;Reino Unido;2018M01;2.221.002
Pernoctaciones;Total;Reino Unido;2018M02;2.327.471
Pernoctaciones;Total;Reino Unido;2018M03;2.979.070
Pernoctaciones;Total;Reino Unido;2018M04;3.619.425
Pernoctaciones;Total;Reino Unido;2018M05;6.192.223
Pernoctaciones;Total;Reino Unido;2018M06;7.160.916
Pernoctaciones;Total;Reino Unido;2018M07;7.130.286
Pernoctaciones;Total;Reino Unido;2018M08;7.283.385
Pernoctaciones;Total;Reino Unido;2018M09;7.089.930
Pernoctaciones;Total;Reino Unido;2018M10;5.630.884
Pernoctaciones;Total;Reino Unido;2018M11;2.519.361
Pernoctaciones;Total;Reino Unido;2018M12;2.202.616
Pernoctaciones;Total;Reino Unido;2019M01;2.287.003
Pernoctaciones;Total;Reino Unido;2019M02;2.345.542
Pernoctaciones;Total;Reino Unido;2019M03;2.942.722
Pernoctaciones;Total;Reino Unido;2019M04;3.721.076
Pernoctaciones;Total;Reino Unido;2019M05;6.178.593
Pernoctaciones;Total;Reino Unido;2019M06;6.996.210
Pernoctaciones;Total;Reino Unido;2019M07;7.201.443
Pernoctaciones;Total;Reino Unido;2019M08;7.292.820
Pernoctaciones;Total;Reino Unido;2019M09;7.077.730
Pernoctaciones;Total;Reino Unido;2019M10;5.610.669
Pernoctaciones;Total;Reino Unido;2019M11;2.412.658
Pernoctaciones;Total;Reino Unido;2019M12;2.209.920
Pernoctaciones;Total;Rusia;2015M01;168.374
Pernoctaciones;Total;Rusia;2015M02;60.620
Pernoctaciones;Total;Rusia;2015M03;103.319
Pernoctaciones;Total;Rusia;2015M04;115.623
Pernoctaciones;Total;Rusia;2015M05;256.044
Pernoctaciones;Total;Rusia;2015M06;571.484
Pernoctaciones;Total;Rusia;2015M07;738.653
Pernoctaciones;Total;Rusia;2015M08;741.268
Pernoctaciones;Total;Rusia;2015M09;621.407
Pernoctaciones;Total;Rusia;2015M10;209.397
Pernoctaciones;Total;Rusia;2015M11;126.020
Pernoctaciones;Total;Rusia;2015M12;94.632
Pernoctaciones;Total;Rusia;2016M01;139.016
Pernoctaciones;Total;Rusia;2016M02;79.986
Pernoctaciones;Total;Rusia;2016M03;114.388
Pernoctaciones;Total;Rusia;2016M04;134.261
Pernoctaciones;Total;Rusia;2016M05;342.609
Pernoctaciones;Total;Rusia;2016M06;634.472
Pernoctaciones;Total;Rusia;2016M07;773.057
Pernoctaciones;Total;Rusia;2016M08;712.479
Pernoctaciones;Total;Rusia;2016M09;695.216
Pernoctaciones;Total;Rusia;2016M10;256.752
Pernoctaciones;Total;Rusia;2016M11;117.030
Pernoctaciones;Total;Rusia;2016M12;99.080
Pernoctaciones;Total;Rusia;2017M01;162.142
Pernoctaciones;Total;Rusia;2017M02;97.281
Pernoctaciones;Total;Rusia;2017M03;138.954
Pernoctaciones;Total;Rusia;2017M04;175.621
Pernoctaciones;Total;Rusia;2017M05;326.138
Pernoctaciones;Total;Rusia;2017M06;780.333
Pernoctaciones;Total;Rusia;2017M07;953.227
Pernoctaciones;Total;Rusia;2017M08;909.782
Pernoctaciones;Total;Rusia;2017M09;799.557
Pernoctaciones;Total;Rusia;2017M10;261.343
Pernoctaciones;Total;Rusia;2017M11;128.129
Pernoctaciones;Total;Rusia;2017M12;100.867
Pernoctaciones;Total;Rusia;2018M01;184.713
Pernoctaciones;Total;Rusia;2018M02;113.508
Pernoctaciones;Total;Rusia;2018M03;132.176
Pernoctaciones;Total;Rusia;2018M04;170.924
Pernoctaciones;Total;Rusia;2018M05;327.151
Pernoctaciones;Total;Rusia;2018M06;781.819
Pernoctaciones;Total;Rusia;2018M07;843.510
Pernoctaciones;Total;Rusia;2018M08;848.786
Pernoctaciones;Total;Rusia;2018M09;828.546
Pernoctaciones;Total;Rusia;2018M10;278.728
Pernoctaciones;Total;Rusia;2018M11;129.939
Pernoctaciones;Total;Rusia;2018M12;113.393
Pernoctaciones;Total;Rusia;2019M01;179.439
Pernoctaciones;Total;Rusia;2019M02;112.468
Pernoctaciones;Total;Rusia;2019M03;170.397
Pernoctaciones;Total;Rusia;2019M04;190.156
Pernoctaciones;Total;Rusia;2019M05;398.259
Pernoctaciones;Total;Rusia;2019M06;790.583
Pernoctaciones;Total;Rusia;2019M07;902.940
Pernoctaciones;Total;Rusia;2019M08;889.849
Pernoctaciones;Total;Rusia;2019M09;830.709
Pernoctaciones;Total;Rusia;2019M10;341.300
Pernoctaciones;Total;Rusia;2019M11;125.303
Pernoctaciones;Total;Rusia;2019M12;104.630
Pernoctaciones;Total;Suiza;2015M01;112.453
Pernoctaciones;Total;Suiza;2015M02;140.644
Pernoctaciones;Total;Suiza;2015M03;174.250
Pernoctaciones;Total;Suiza;2015M04;360.843
Pernoctaciones;Total;Suiza;2015M05;342.951
Pernoctaciones;Total;Suiza;2015M06;359.906
Pernoctaciones;Total;Suiza;2015M07;664.714
Pernoctaciones;Total;Suiza;2015M08;425.703
Pernoctaciones;Total;Suiza;2015M09;478.616
Pernoctaciones;Total;Suiza;2015M10;500.664
Pernoctaciones;Total;Suiza;2015M11;169.742
Pernoctaciones;Total;Suiza;2015M12;138.542
Pernoctaciones;Total;Suiza;2016M01;117.801
Pernoctaciones;Total;Suiza;2016M02;160.872
Pernoctaciones;Total;Suiza;2016M03;229.236
Pernoctaciones;Total;Suiza;2016M04;343.218
Pernoctaciones;Total;Suiza;2016M05;377.065
Pernoctaciones;Total;Suiza;2016M06;415.739
Pernoctaciones;Total;Suiza;2016M07;688.124
Pernoctaciones;Total;Suiza;2016M08;437.701
Pernoctaciones;Total;Suiza;2016M09;460.827
Pernoctaciones;Total;Suiza;2016M10;584.593
Pernoctaciones;Total;Suiza;2016M11;190.715
Pernoctaciones;Total;Suiza;2016M12;153.399
Pernoctaciones;Total;Suiza;2017M01;144.997
Pernoctaciones;Total;Suiza;2017M02;163.553
Pernoctaciones;Total;Suiza;2017M03;230.273
Pernoctaciones;Total;Suiza;2017M04;399.239
Pernoctaciones;Total;Suiza;2017M05;412.064
Pernoctaciones;Total;Suiza;2017M06;466.448
Pernoctaciones;Total;Suiza;2017M07;718.783
Pernoctaciones;Total;Suiza;2017M08;475.242
Pernoctaciones;Total;Suiza;2017M09;509.502
Pernoctaciones;Total;Suiza;2017M10;567.058
Pernoctaciones;Total;Suiza;2017M11;186.998
Pernoctaciones;Total;Suiza;2017M12;138.343
Pernoctaciones;Total;Suiza;2018M01;137.696
Pernoctaciones;Total;Suiza;2018M02;161.689
Pernoctaciones;Total;Suiza;2018M03;204.211
Pernoctaciones;Total;Suiza;2018M04;356.144
Pernoctaciones;Total;Suiza;2018M05;408.276
Pernoctaciones;Total;Suiza;2018M06;425.756
Pernoctaciones;Total;Suiza;2018M07;670.619
Pernoctaciones;Total;Suiza;2018M08;431.935
Pernoctaciones;Total;Suiza;2018M09;488.770
Pernoctaciones;Total;Suiza;2018M10;530.357
Pernoctaciones;Total;Suiza;2018M11;188.245
Pernoctaciones;Total;Suiza;2018M12;139.577
Pernoctaciones;Total;Suiza;2019M01;131.703
Pernoctaciones;Total;Suiza;2019M02;159.903
Pernoctaciones;Total;Suiza;2019M03;202.100
Pernoctaciones;Total;Suiza;2019M04;350.202
Pernoctaciones;Total;Suiza;2019M05;362.212
Pernoctaciones;Total;Suiza;2019M06;402.026
Pernoctaciones;Total;Suiza;2019M07;583.932
Pernoctaciones;Total;Suiza;2019M08;385.774
Pernoctaciones;Total;Suiza;2019M09;451.509
Pernoctaciones;Total;Suiza;2019M10;512.893
Pernoctaciones;Total;Suiza;2019M11;184.242
Pernoctaciones;Total;Suiza;2019M12;139.565
Pernoctaciones;Total;Otros Países Europeos;2015M01;136.474
Pernoctaciones;Total;Otros Países Europeos;2015M02;145.580
Pernoctaciones;Total;Otros Países Europeos;2015M03;174.122
Pernoctaciones;Total;Otros Países Europeos;2015M04;213.559
Pernoctaciones;Total;Otros Países Europeos;2015M05;274.205
Pernoctaciones;Total;Otros Países Europeos;2015M06;345.018
Pernoctaciones;Total;Otros Países Europeos;2015M07;406.107
Pernoctaciones;Total;Otros Países Europeos;2015M08;385.092
Pernoctaciones;Total;Otros Países Europeos;2015M09;380.426
Pernoctaciones;Total;Otros Países Europeos;2015M10;264.267
Pernoctaciones;Total;Otros Países Europeos;2015M11;163.604
Pernoctaciones;Total;Otros Países Europeos;2015M12;155.218
Pernoctaciones;Total;Otros Países Europeos;2016M01;157.645
Pernoctaciones;Total;Otros Países Europeos;2016M02;165.326
Pernoctaciones;Total;Otros Países Europeos;2016M03;195.115
Pernoctaciones;Total;Otros Países Europeos;2016M04;241.446
Pernoctaciones;Total;Otros Países Europeos;2016M05;340.321
Pernoctaciones;Total;Otros Países Europeos;2016M06;349.467
Pernoctaciones;Total;Otros Países Europeos;2016M07;449.051
Pernoctaciones;Total;Otros Países Europeos;2016M08;404.834
Pernoctaciones;Total;Otros Países Europeos;2016M09;415.265
Pernoctaciones;Total;Otros Países Europeos;2016M10;278.343
Pernoctaciones;Total;Otros Países Europeos;2016M11;194.978
Pernoctaciones;Total;Otros Países Europeos;2016M12;149.995
Pernoctaciones;Total;Otros Países Europeos;2017M01;164.694
Pernoctaciones;Total;Otros Países Europeos;2017M02;163.399
Pernoctaciones;Total;Otros Países Europeos;2017M03;200.034
Pernoctaciones;Total;Otros Países Europeos;2017M04;266.805
Pernoctaciones;Total;Otros Países Europeos;2017M05;281.774
Pernoctaciones;Total;Otros Países Europeos;2017M06;423.967
Pernoctaciones;Total;Otros Países Europeos;2017M07;533.574
Pernoctaciones;Total;Otros Países Europeos;2017M08;472.325
Pernoctaciones;Total;Otros Países Europeos;2017M09;478.929
Pernoctaciones;Total;Otros Países Europeos;2017M10;281.275
Pernoctaciones;Total;Otros Países Europeos;2017M11;196.041
Pernoctaciones;Total;Otros Países Europeos;2017M12;168.733
Pernoctaciones;Total;Otros Países Europeos;2018M01;184.786
Pernoctaciones;Total;Otros Países Europeos;2018M02;187.757
Pernoctaciones;Total;Otros Países Europeos;2018M03;242.589
Pernoctaciones;Total;Otros Países Europeos;2018M04;270.213
Pernoctaciones;Total;Otros Países Europeos;2018M05;315.527
Pernoctaciones;Total;Otros Países Europeos;2018M06;479.118
Pernoctaciones;Total;Otros Países Europeos;2018M07;553.810
Pernoctaciones;Total;Otros Países Europeos;2018M08;475.823
Pernoctaciones;Total;Otros Países Europeos;2018M09;466.145
Pernoctaciones;Total;Otros Países Europeos;2018M10;316.833
Pernoctaciones;Total;Otros Países Europeos;2018M11;226.372
Pernoctaciones;Total;Otros Países Europeos;2018M12;184.056
Pernoctaciones;Total;Otros Países Europeos;2019M01;196.248
Pernoctaciones;Total;Otros Países Europeos;2019M02;178.293
Pernoctaciones;Total;Otros Países Europeos;2019M03;281.329
Pernoctaciones;Total;Otros Países Europeos;2019M04;333.253
