Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Andalucía;Residentes en España;Enero;902.311
Andalucía;Residentes en España;Febrero;1.255.482
Andalucía;Residentes en España;Marzo;1.644.221
Andalucía;Residentes en España;Abril;1.900.705
Andalucía;Residentes en España;Mayo;1.711.168
Andalucía;Residentes en España;Junio;2.324.838
Andalucía;Residentes en España;Julio;3.443.647
Andalucía;Residentes en España;Agosto;4.052.150
Andalucía;Residentes en España;Septiembre;2.414.331
Andalucía;Residentes en España;Octubre;1.548.418
Andalucía;Residentes en España;Noviembre;1.066.214
Andalucía;Residentes en España;Diciembre;1.219.982
Andalucía;Alemania;Enero;95.202
Andalucía;Alemania;Febrero;142.620
Andalucía;Alemania;Marzo;242.666
Andalucía;Alemania;Abril;351.338
Andalucía;Alemania;Mayo;468.082
Andalucía;Alemania;Junio;427.707
Andalucía;Alemania;Julio;346.786
Andalucía;Alemania;Agosto;388.161
Andalucía;Alemania;Septiembre;565.613
Andalucía;Alemania;Octubre;525.152
Andalucía;Alemania;Noviembre;153.691
Andalucía;Alemania;Diciembre;78.863
Andalucía;Austria;Enero;6.305
Andalucía;Austria;Febrero;9.040
Andalucía;Austria;Marzo;12.101
Andalucía;Austria;Abril;17.869
Andalucía;Austria;Mayo;25.578
Andalucía;Austria;Junio;20.516
Andalucía;Austria;Julio;27.344
Andalucía;Austria;Agosto;21.162
Andalucía;Austria;Septiembre;24.937
Andalucía;Austria;Octubre;17.504
Andalucía;Austria;Noviembre;10.946
Andalucía;Austria;Diciembre;9.965
Andalucía;Bélgica;Enero;41.488
Andalucía;Bélgica;Febrero;53.025
Andalucía;Bélgica;Marzo;55.111
Andalucía;Bélgica;Abril;92.387
Andalucía;Bélgica;Mayo;109.900
Andalucía;Bélgica;Junio;109.902
Andalucía;Bélgica;Julio;141.382
Andalucía;Bélgica;Agosto;114.569
Andalucía;Bélgica;Septiembre;140.064
Andalucía;Bélgica;Octubre;98.796
Andalucía;Bélgica;Noviembre;63.589
Andalucía;Bélgica;Diciembre;37.547
Andalucía;Dinamarca;Enero;14.152
Andalucía;Dinamarca;Febrero;21.706
Andalucía;Dinamarca;Marzo;45.010
Andalucía;Dinamarca;Abril;33.025
Andalucía;Dinamarca;Mayo;24.128
Andalucía;Dinamarca;Junio;22.176
Andalucía;Dinamarca;Julio;43.984
Andalucía;Dinamarca;Agosto;19.355
Andalucía;Dinamarca;Septiembre;33.111
Andalucía;Dinamarca;Octubre;50.845
Andalucía;Dinamarca;Noviembre;28.908
Andalucía;Dinamarca;Diciembre;9.999
Andalucía;Finlandia;Enero;20.736
Andalucía;Finlandia;Febrero;23.772
Andalucía;Finlandia;Marzo;28.466
Andalucía;Finlandia;Abril;26.404
Andalucía;Finlandia;Mayo;19.441
Andalucía;Finlandia;Junio;20.061
Andalucía;Finlandia;Julio;21.249
Andalucía;Finlandia;Agosto;12.493
Andalucía;Finlandia;Septiembre;20.620
Andalucía;Finlandia;Octubre;26.054
Andalucía;Finlandia;Noviembre;21.750
Andalucía;Finlandia;Diciembre;14.920
Andalucía;Francia;Enero;49.257
Andalucía;Francia;Febrero;82.128
Andalucía;Francia;Marzo;86.185
Andalucía;Francia;Abril;221.397
Andalucía;Francia;Mayo;348.829
Andalucía;Francia;Junio;253.906
Andalucía;Francia;Julio;297.966
Andalucía;Francia;Agosto;440.521
Andalucía;Francia;Septiembre;296.295
Andalucía;Francia;Octubre;245.859
Andalucía;Francia;Noviembre;69.849
Andalucía;Francia;Diciembre;61.006
Andalucía;Grecia;Enero;980
Andalucía;Grecia;Febrero;1.864
Andalucía;Grecia;Marzo;1.724
Andalucía;Grecia;Abril;2.551
Andalucía;Grecia;Mayo;3.540
Andalucía;Grecia;Junio;3.944
Andalucía;Grecia;Julio;2.673
Andalucía;Grecia;Agosto;4.574
Andalucía;Grecia;Septiembre;2.249
Andalucía;Grecia;Octubre;2.052
Andalucía;Grecia;Noviembre;2.677
Andalucía;Grecia;Diciembre;2.886
Andalucía;Irlanda;Enero;11.592
Andalucía;Irlanda;Febrero;19.298
Andalucía;Irlanda;Marzo;23.015
Andalucía;Irlanda;Abril;49.894
Andalucía;Irlanda;Mayo;85.086
Andalucía;Irlanda;Junio;89.475
Andalucía;Irlanda;Julio;75.178
Andalucía;Irlanda;Agosto;60.328
Andalucía;Irlanda;Septiembre;92.839
Andalucía;Irlanda;Octubre;94.431
Andalucía;Irlanda;Noviembre;21.832
Andalucía;Irlanda;Diciembre;13.018
Andalucía;Italia;Enero;44.903
Andalucía;Italia;Febrero;39.749
Andalucía;Italia;Marzo;49.474
Andalucía;Italia;Abril;85.651
Andalucía;Italia;Mayo;96.798
Andalucía;Italia;Junio;86.310
Andalucía;Italia;Julio;94.004
Andalucía;Italia;Agosto;179.572
Andalucía;Italia;Septiembre;101.849
