cat_educacion,estado_laboral,familia,riq_inmob,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_form,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok,weight
Universidad,Desempleado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,30,142,2022,1.0,0.0,0.0,3241.5784
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,30,143,2022,0.0,1.0,0.0,5203.7983
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,31,144,2022,1.0,1.0,1.0,1699.3513
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,44,145,2022,1.0,1.0,1.0,1543.3199
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,30,146,2022,0.0,1.0,0.0,5257.625
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,44,147,2021,0.0,,,9838.46
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,49,148,2022,0.0,0.0,0.0,7141.2798
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,53,149,2021,1.0,,,5404.9473
Educación Secundaria,Asalariado,,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,42,150,2022,1.0,1.0,,8492.6123
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,75,151,2021,,,,3760.8577
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,35,152,2022,1.0,1.0,1.0,7541.2021
Universidad,Desempleado,Otros adultos,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,1,1,1,0,1,0,0,0,0,21,153,2022,0.0,1.0,1.0,3564.7192
Educación Secundaria,Desempleado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,29,154,2022,0.0,0.0,0.0,3756.2429
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,41,155,2022,0.0,0.0,0.0,9470.8604
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,58,156,2022,1.0,0.0,,9286.7021
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,41,157,2022,1.0,1.0,0.0,4986.0879
Universidad,Otros inactivos,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,31,158,2022,1.0,0.0,0.0,3290.9302
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,159,2022,1.0,0.0,1.0,5611.9009
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,34,160,2022,1.0,0.0,0.0,3541.1035
Universidad,Desempleado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,53,161,2021,1.0,1.0,0.0,4671.2612
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,46,162,2022,1.0,0.0,1.0,3458.218
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,70,163,2022,1.0,1.0,1.0,9778.5313
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,76,164,2022,,0.0,,5782.7886
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,75,165,2021,,,0.0,6525.0547
Universidad,Asalariado,Vive solo,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,40,166,2022,0.0,0.0,1.0,8136.6147
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,46,167,2022,,1.0,,8314.4473
Educación Secundaria,Asalariado,,Residencia principal y otras,1.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,0,0,20,168,2022,1.0,1.0,1.0,6174.5566
Educación Primaria,Asalariado,Vive solo,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,50,169,2022,1.0,1.0,0.0,4903.7305
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,73,170,2021,1.0,0.0,,14096.056
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,39,171,2022,0.0,0.0,1.0,2933.7524
Educación Primaria,Desempleado,Otros adultos,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,47,172,2022,1.0,0.0,1.0,10749.448
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,52,173,2021,1.0,1.0,1.0,2800.9387
Universidad,Asalariado,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,26,174,2021,0.0,1.0,1.0,3205.3108
Educación Secundaria,Autónomo,Otros adultos,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,54,175,2021,1.0,0.0,1.0,6045.6113
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,57,176,2022,1.0,0.0,0.0,7510.8242
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,177,2022,0.0,1.0,0.0,1358.0095
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,69,178,2022,1.0,1.0,1.0,4328.7021
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,47,179,2022,0.0,1.0,1.0,652.36523
Educación Primaria,Jubilado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,79,180,2021,,1.0,1.0,4472.0059
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,47,181,2022,1.0,1.0,0.0,3458.218
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,51,182,2022,,1.0,,9215.6338
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,19,183,2022,1.0,1.0,0.0,2568.7681
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,184,2022,1.0,0.0,,2789.6252
Educación Secundaria,Asalariado,Vive solo,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,59,185,2022,0.0,,,4067.7517
Universidad,Asalariado,Vive con pareja,,0.0,,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,59,186,2021,0.0,0.0,,4212.0107
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,33,187,2021,1.0,0.0,1.0,1779.8948
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,50,188,2022,1.0,0.0,1.0,2904.522
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,18,189,2022,1.0,0.0,0.0,1801.12
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,77,190,2022,1.0,,,5128.6436
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,68,191,2022,1.0,0.0,1.0,2677.3123
Educación Secundaria,Asalariado,,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,31,192,2021,0.0,0.0,1.0,9475.3242
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,62,193,2022,1.0,1.0,0.0,4651.3809
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,52,194,2022,1.0,,1.0,974.86652
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,29,195,2022,1.0,1.0,1.0,4151.9995
Educación Secundaria,Autónomo,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,22,196,2021,1.0,1.0,1.0,2917.8987
Educación Primaria,Autónomo,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,64,197,2022,1.0,0.0,1.0,5783.2578
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,50,198,2022,1.0,1.0,,2285.8516
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,47,199,2021,1.0,1.0,1.0,1930.8356
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,75,200,2022,1.0,,,3999.1401
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,59,201,2022,1.0,0.0,0.0,1034.3625
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,78,202,2022,1.0,0.0,0.0,3258.6951
Educación Secundaria,Jubilado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,76,203,2022,1.0,1.0,1.0,4146.5024
Educación Primaria,Jubilado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,71,204,2022,1.0,0.0,1.0,4779.4019
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,24,205,2022,0.0,0.0,0.0,3032.8201
Educación Primaria,Otros inactivos,Otros adultos,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,18,206,2022,1.0,0.0,0.0,8079.1304
Educación Secundaria,Otros inactivos,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,73,207,2021,1.0,1.0,1.0,9805.6611
Universidad,Asalariado,Vive solo,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,47,208,2022,0.0,1.0,1.0,3693.252
Educación Primaria,Autónomo,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,31,209,2022,1.0,0.0,1.0,3732.8003
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,22,210,2022,1.0,0.0,0.0,3638.8162
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,48,211,2021,1.0,0.0,1.0,4403.0532
Universidad,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,53,212,2022,1.0,,1.0,7478.2354
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,65,213,2021,1.0,0.0,1.0,3165.0059
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,48,214,2022,0.0,1.0,1.0,1368.3347
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,56,215,2022,1.0,1.0,1.0,3037.1401
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,216,2022,0.0,0.0,,2467.3828
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,46,217,2022,1.0,0.0,1.0,2054.4695
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,54,218,2021,1.0,1.0,0.0,1782.9039
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,66,219,2022,1.0,0.0,1.0,4233.8794
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,51,220,2022,,,1.0,750.60394
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,45,221,2022,1.0,0.0,1.0,3519.8662
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45,222,2022,1.0,0.0,0.0,8962.8213
Universidad,Autónomo,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,35,223,2022,1.0,0.0,1.0,3432.9719
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,60,224,2022,,,,5174.8623
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,27,225,2022,1.0,,1.0,7734.8062
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,49,226,2022,1.0,1.0,1.0,2800.9387
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,71,227,2022,1.0,,,6189.1958
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,60,228,2021,1.0,0.0,1.0,7457.9155
Universidad,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,79,229,2021,,0.0,,3520.4836
Educación Primaria,Jubilado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,72,230,2021,,,,4328.7021
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,1,1,0,0,0,0,0,0,32,231,2021,0.0,1.0,1.0,11165.426
Educación Primaria,Otros inactivos,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,63,232,2021,0.0,0.0,,11772.828
Educación Primaria,Jubilado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,61,233,2022,0.0,1.0,0.0,1174.9524
Educación Primaria,Asalariado,Vive solo,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,68,234,2022,,1.0,0.0,6308.7793
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,55,235,2022,1.0,1.0,,2587.5269
Educación Secundaria,Desempleado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,31,236,2021,0.0,1.0,0.0,2731.0461
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,29,237,2022,0.0,0.0,0.0,1290.8789
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,40,238,2021,1.0,1.0,0.0,6567.104
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,29,239,2021,1.0,0.0,0.0,7486.627
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,61,240,2022,0.0,1.0,0.0,3011.5566
Universidad,Autónomo,Otros adultos,Solo residencia principal,1.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,29,241,2022,1.0,0.0,0.0,8019.5962
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,31,242,2022,1.0,0.0,1.0,2598.7844
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,67,243,2022,1.0,1.0,1.0,3281.7529
Universidad,Autónomo,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,28,244,2021,1.0,0.0,1.0,5208.3457
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,20,245,2022,0.0,0.0,1.0,1462.0482
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,28,246,2022,,1.0,1.0,6784.7598
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,36,247,2022,,1.0,,4351.9502
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58,248,2022,1.0,,0.0,4183.5181
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,72,249,2022,,1.0,,6308.7793
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,37,250,2022,,0.0,0.0,2886.3164
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,44,251,2022,1.0,1.0,1.0,3432.9719
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,252,2021,1.0,1.0,1.0,4212.0107
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,28,253,2022,1.0,1.0,0.0,1926.2133
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,29,254,2022,0.0,0.0,1.0,1779.8948
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,59,255,2021,0.0,0.0,1.0,3486.946
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,49,256,2022,1.0,1.0,0.0,1277.6716
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,63,257,2022,1.0,1.0,,759.14075
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,66,258,2022,1.0,,,11130.09
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,42,259,2022,1.0,0.0,1.0,2756.4214
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,37,260,2022,0.0,0.0,1.0,4198.5044
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,47,261,2021,0.0,1.0,1.0,5978.3618
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,36,262,2022,1.0,1.0,0.0,6595.4658
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,46,263,2021,0.0,1.0,1.0,2419.1445
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,0,0,0,1,1,0,0,0,0,0,58,264,2022,1.0,0.0,1.0,8326.0684
Educación Secundaria,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,40,265,2022,1.0,1.0,,2483.3408
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,50,266,2022,0.0,1.0,0.0,4671.2612
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,35,267,2022,0.0,1.0,1.0,4579.0771
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,43,268,2022,1.0,0.0,1.0,2861.7124
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,67,269,2022,1.0,0.0,1.0,1847.4829
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,56,270,2021,1.0,1.0,0.0,5328.8027
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,53,271,2021,1.0,1.0,1.0,3988.5188
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,36,272,2022,1.0,1.0,0.0,1555.4083
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,60,273,2021,1.0,0.0,1.0,6411.2896
Educación Primaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,20,274,2022,1.0,0.0,1.0,3914.7153
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,57,275,2022,,0.0,0.0,8159.0942
Universidad,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,23,276,2022,0.0,1.0,,3259.5447
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,60,277,2021,1.0,1.0,0.0,3967.3027
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,47,278,2022,0.0,1.0,,6686.9106
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,34,279,2021,0.0,0.0,,8253.8467
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,59,280,2021,1.0,0.0,,5893.418
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,32,281,2022,1.0,1.0,1.0,9243.5137
Universidad,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,32,282,2021,1.0,1.0,0.0,6992.6699
Universidad,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,44,283,2022,0.0,0.0,,2886.3164
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,56,284,2021,1.0,0.0,1.0,3493.937
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,49,285,2022,1.0,0.0,0.0,1399.3269
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,21,286,2022,1.0,0.0,0.0,2349.0359
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,58,287,2022,0.0,1.0,1.0,2408.165
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,35,288,2022,1.0,1.0,1.0,3039.3293
