ENCUESTA ANUAL LABORAL,,,,EAL
,,,,Volver al índice
"EAL-19. EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR TAMAÑO DE LA EMPRESA",,,,
Año 2022. Porcentaje sobre el total de empresas en cada categoría.,,,,
,TOTAL,INDUSTRIA,CONSTRUCCIÓN,SERVICIOS
TOTAL,70.97157778687374,72.99194277253235,75.76418701761794,69.68297142952352
De 5 a 9 trabajadores,62.790711202634,58.1109636837191,68.25929639478618,62.55578534886252
De 10 a 49 trabajadores,76.90994575045208,78.7844862055178,83.53778076513751,75.1779592606959
De 50 a 249 trabajadores,94.30213304762832,96.30095169689352,93.65171811298777,93.5461956521739
De 250 a 499 trabajadores,96.4301852688658,99.10044977511244,98.36065573770492,95.15151515151516
Más de 499 trabajadores,98.72222222222223,99.26470588235294,98.24561403508773,98.57677902621722
